msd_id,midi_path,title,artist,genre,mood,tempo,energy,score
TRNDWMD128F9307D63,data/raw/lmd_matched/Z/I/E/TRZIECR128E0784FAB/589f3c4b67b61ff3cdde880b85331089.mid,Driven (Restrospective 3 Version),Rush,FUNK,SAD,100.1,0.0,0.652
TRXFHVQ128F1453822,data/raw/lmd_matched/X/F/H/TRXFHVQ128F1453822/cff5b66318f5f9bf8202e7980e8352cd.mid,Saudade  (Live 2004),Étienne Daho,FUNK,HAPPY,117.0,0.0,0.6277
TROTMBQ128F149968B,data/raw/lmd_matched/P/H/D/TRPHDDA128F92E6416/649f451f7040d5dde5c592832d9eecd8.mid,Aiii Shot The DJ,Scooter,FUNK,HAPPY,141.9,0.0,0.7621
TRVKZTS128F14674DB,data/raw/lmd_matched/V/K/Z/TRVKZTS128F14674DB/5c9b82a4ea28ba4aae9d76eb66958751.mid,Si Estamos Juntos,Sting,FUNK,SAD,116.7,0.0,0.702
TRVWKKI12903C9ACB0,data/raw/lmd_matched/V/I/Y/TRVIYPR128F9338EC3/3c872be66d30c110aea954c7c4b1cb45.mid,Breathe (Album Version),Faith Hill,POP,RELAXED,136.9,0.0,0.6813
TRZSOWU128F9310EA2,data/raw/lmd_matched/Z/S/O/TRZSOWU128F9310EA2/afbce0fcfe45957c5838b7df53c6dba5.mid,Exit Music (For A Film),Radiohead,JAZZ,SAD,121.4,0.0,0.9672
TRFFMFY128F92DE5B6,data/raw/lmd_matched/E/I/E/TREIEZQ128F93391AF/c02dcdcf255aa411c636043b18ee9835.mid,Bubble Beat Box,Spongebob Squarepants,FUNK,DARK,101.2,0.0,0.747
TRCRHXB128F4284B0C,data/raw/lmd_matched/C/R/H/TRCRHXB128F4284B0C/d8ae1570412e8e7ac9f766881e1bec10.mid,Waitress,The Popes,ROCK,TENSE,102.3,0.0,0.7212
TRPUMVV128F42B4CC5,data/raw/lmd_matched/P/U/M/TRPUMVV128F42B4CC5/29805d843cd28f68495970dd2706870a.mid,Du i mog Di,Relax,FUNK,TENSE,115.9,0.0,0.749
TRNJUBR128F92F7A7D,data/raw/lmd_matched/N/J/U/TRNJUBR128F92F7A7D/69df935548e7b4d455db246f221f2fe2.mid,Hands Up (Give Me Your Heart),Ottawan,FUNK,HAPPY,123.2,0.0,0.6118
TRWUKZP128F92D7053,data/raw/lmd_matched/W/U/K/TRWUKZP128F92D7053/bb461511a38d2667a32b8eae708f68d6.mid,Dolphin Dance,Tangerine Dream,CLASSICAL,TENSE,114.7,0.0,0.7385
TREFZUW128F426DF64,data/raw/lmd_matched/E/F/Z/TREFZUW128F426DF64/b56693ad1b8b4d65c088f967d19b12ca.mid,Zion Hears the Watchmen's Voices  from Cantata No. 140_ BWV 140,The Mormon Tabernacle Choir,CLASSICAL,HAPPY,89.2,0.0,0.7035
TRHBDYA128F148AA4A,data/raw/lmd_matched/S/U/X/TRSUXOX128F429060A/7d35d5306f33d662b9f3a3000f0c1d77.mid,My Lovin' (You're Never Gonna Get It) (LP Version),En Vogue,FUNK,HAPPY,196.0,0.0,0.6496
TRLHYWG128F92F25A7,data/raw/lmd_matched/P/R/L/TRPRLQH128F427816D/9726ce9ac31b7d9f595e6ea91225c5ca.mid,Total Eclipse of the Heart 2005,Nicki French,FUNK,HAPPY,137.3,0.0,0.7317
TRHEJKQ128F92DC5E3,data/raw/lmd_matched/P/A/C/TRPACUP128F92D6BC3/d17defcc78a48043771d180772fcf29e.mid,Who Said Whiskey,Jake Owen,JAZZ,RELAXED,121.1,0.0,0.7358
TRZKLSX128F1489C78,data/raw/lmd_matched/Z/K/L/TRZKLSX128F1489C78/2b484b7c738c672cdf228d30c20dcfc9.mid,That's What My Heart Needs (Single/LP Version),Otis Redding,FUNK,SAD,74.0,0.0,0.7424
TREZDSW128F4238D99,data/raw/lmd_matched/O/Q/D/TROQDCH128F92E0AE5/76a1278b52433825640a7ea1e01faaf6.mid,None But My Own (Hellalive) (Album Version),Machine Head,POP,DARK,90.3,0.0,0.7008
TRJFUCB12903CEF143,data/raw/lmd_matched/O/G/K/TROGKEY128F428113F/062ea3f1012ba0e265dc1b12876f4509.mid,Luv Deluxe,Cinnamon Chasers,FUNK,HAPPY,135.1,0.0,0.7316
TRSWMYX128F93093C6,data/raw/lmd_matched/S/W/M/TRSWMYX128F93093C6/07132307a9ec992ec03b6fd0a9bf5ab5.mid,What To Do - Mr,Remember,JAZZ,TENSE,143.9,0.0,0.7651
TRLZIRA128F92D8CD1,data/raw/lmd_matched/L/Z/I/TRLZIRA128F92D8CD1/74d297ed2b8f1da5d3ebd380c7361d82.mid,Patricia,The London Pops Orchestra,JAZZ,RELAXED,101.0,0.0,0.7142
TRUKNWC128F426EBA3,data/raw/lmd_matched/U/K/N/TRUKNWC128F426EBA3/31cf7057f34c968aa954ef70bbd2ab3a.mid,Canzone Per Silvia,Francesco Guccini,FUNK,HAPPY,143.9,0.0,0.6386
TRQGMPQ128F93359FE,data/raw/lmd_matched/V/U/M/TRVUMQW12903CDA9E0/90f421c7e80389bd91a3542d35f3959e.mid,Heading Home,Blue Tente Feat. Stine Grove,ELECTRONIC,HAPPY,137.9,0.0,0.7248
TRPWQPB128F92FD5F7,data/raw/lmd_matched/P/W/Q/TRPWQPB128F92FD5F7/870dcce8cc72d7a2c43d30e1d424aab2.mid,Encore Un Matin,Jean-Jacques Goldman,FUNK,HAPPY,137.2,0.0,0.7132
TRRIGHM12903CEF8A5,data/raw/lmd_matched/R/I/G/TRRIGHM12903CEF8A5/351adbd41ed8ec1c0fb5a7d3db7ffa58.mid,Tic Tic Tac (feat. Josè Garcia),Los Del Mar,FUNK,HAPPY,103.9,0.0,0.7136
TRMAWUJ128F932DCC3,data/raw/lmd_matched/M/A/W/TRMAWUJ128F932DCC3/1da1a7932e5b1ed0f74681181380ae14.mid,Grands Boulevards,Ruben de Ronde,ELECTRONIC,HAPPY,130.0,0.0,0.7183
TROXMAA128F92DD516,data/raw/lmd_matched/O/Y/T/TROYTNX128F426F3C9/730f1910849fbbf169eb1d861086cadd.mid,One Day In Your Life,Anastacia,FUNK,HAPPY,119.0,0.0,0.7174
TRFSWTA128F42B100B,data/raw/lmd_matched/F/S/W/TRFSWTA128F42B100B/e705a1dcfa32119470dc7c168c5fdb5e.mid,Vienna Calling,Falco,FUNK,HAPPY,131.5,0.0,0.7233
TRKNVEI12903CDDEDA,data/raw/lmd_matched/P/P/O/TRPPOHN12903CA6F9D/3c94b93ee66ef9b7ad60ef6d6e831436.mid,Lost Again,Christian Wunsch,ELECTRONIC,DARK,137.0,0.0,0.7188
TRCGOGC128F146A538,data/raw/lmd_matched/E/X/K/TREXKZZ128F4294B9B/538efbd2acc937afa08583be6b115047.mid,"Opposites Attract (7"" Edit)",Paula Abdul,FUNK,HAPPY,117.1,0.0,0.7223
TRRTSIO128F93269F7,data/raw/lmd_matched/U/D/R/TRUDRNP128F42954FE/2140fb4d169182fdd285a3982eae18ce.mid,Alright,Pilot Speed,ROCK,SAD,84.4,0.0,0.7506
TRMTADN128F428DDE1,data/raw/lmd_matched/M/T/A/TRMTADN128F428DDE1/cc520bea3dc315d329a48dbe9bb9219b.mid,Bella Stronza,Marco Masini,LATIN,SAD,110.0,0.0,0.6163
TRHYCWJ12903CCCE83,data/raw/lmd_matched/V/A/K/TRVAKMD128F428AC3A/72e996d32289249ab3a20a7e5fca355d.mid,I'm All The Man (LP Version),Travis Tritt,FUNK,SAD,141.7,0.0,0.7336
TRWBDAW128F426BD99,data/raw/lmd_matched/W/B/D/TRWBDAW128F426BD99/5a1197c2c8238e9ffed58a32cb529139.mid,I Am The City,Abba,JAZZ,HAPPY,134.0,0.0,0.6759
TRJCYRF128F4268CF9,data/raw/lmd_matched/V/D/B/TRVDBVS128F4277214/b33921f7c4fc12e9af48a4fb3947f4a9.mid,When You Wish Upon A Star,Daniel Kobialka,CLASSICAL,RELAXED,98.1,0.0,0.7829
TRCQXPG128F429EF87,data/raw/lmd_matched/C/Q/X/TRCQXPG128F429EF87/187812d00bdcb74ee5ad21301f21f1ca.mid,Down The Wrong Road Both Ways (from Nashville Moon),Magnolia Electric Co.,ELECTRONIC,SAD,92.3,0.0,0.7397
TRYIPAM128F42954CF,data/raw/lmd_matched/Y/I/P/TRYIPAM128F42954CF/557ff7b0bcb0f15dd9e66db264f41d0e.mid,Whale Song,Silent Waves,ELECTRONIC,HAPPY,120.8,0.0,0.738
TRPTFJC128F42748C7,data/raw/lmd_matched/P/T/F/TRPTFJC128F42748C7/3cdf7b74f09a5441a5fe980dd1ff9e89.mid,She Drives Me Crazy,The Flying Pickets,FUNK,HAPPY,109.9,0.0,0.7336
TRJNWFC128E0794B3D,data/raw/lmd_matched/A/G/P/TRAGPKH128F931A900/94327c13c6adfce6158ee27cbfb4ecee.mid,The Reflex,Duran Duran,FUNK,HAPPY,126.8,0.0,0.7054
TRBVSLY128F4265DD0,data/raw/lmd_matched/B/V/S/TRBVSLY128F4265DD0/0d5007bdc7e79395a790cc935dcda33b.mid,Pitter Patter Goes My Heart,Broken Social Scene,FUNK,SAD,163.5,0.0,0.738
TRRFOOQ128F4266F23,data/raw/lmd_matched/Z/Z/M/TRZZMIZ128F4266F16/6da99589f2349ee882241a9373a1b3d0.mid,Song For The Dumped,Ben Folds Five,FUNK,HAPPY,105.8,0.0,0.7281
TROLZWG128F9306568,data/raw/lmd_matched/O/L/Z/TROLZWG128F9306568/2cb68e741c3be12d6e4405c7c0f0e8fe.mid,Happy Xmas (War Is Over),Andrew Gold,FUNK,HAPPY,146.0,0.0,0.629
TRPHNWE128F4230984,data/raw/lmd_matched/P/H/N/TRPHNWE128F4230984/fee1e909bdb8fa41c40ad8fc9da6009f.mid,Send Me An Angel (Alternate Mix),Cocoon,JAZZ,SAD,109.1,0.0,0.6138
TRVZOPW128F4264145,data/raw/lmd_matched/V/Z/O/TRVZOPW128F4264145/3bfe7256f924ade114059f225e5b5578.mid,Sweet Caroline,Neil Diamond,POP,HAPPY,118.1,0.0,0.7325
TRYGERK128F423F3FF,data/raw/lmd_matched/A/O/Z/TRAOZYZ128F426047E/5da3f0c5f4dd0e2f9efae035fd1811d1.mid,Basketball Kiss,Alan Silvestri,FUNK,HAPPY,131.6,0.0,0.737
TROVATY128F422A001,data/raw/lmd_matched/O/V/A/TROVATY128F422A001/ae2d5a0eb751ba491b1bdede17bb8750.mid,Solomon: The Arrival of Queen Sheba,Royal Philharmonic Orchestra_ Sir Thomas Beecham,CLASSICAL,RELAXED,115.1,0.0,0.6764
TRPCJJV12903CA6399,data/raw/lmd_matched/P/C/J/TRPCJJV12903CA6399/993cc21cd29c6a08ba4e23aff93d40b9.mid,Myrull,Mons Leidvin Takle,JAZZ,RELAXED,195.0,0.0,0.7566
TRFWAOI12903CC4C88,data/raw/lmd_matched/P/P/Y/TRPPYLB128F933FFEB/7dcd5df3c2a3a70c17ef74fe15488776.mid,Banana Blubb,Marcel,FUNK,HAPPY,88.0,0.0,0.7158
TRVACNV12903CE1E9A,data/raw/lmd_matched/V/A/C/TRVACNV12903CE1E9A/ce1497fb4d06c73fe4ced11f0d1becee.mid,Feel Like Makin' Love (LP Version),Roberta Flack,FUNK,HAPPY,94.9,0.0,0.6584
TRWUKGN12903CDFB56,data/raw/lmd_matched/F/U/V/TRFUVQR12903C973EB/8ade2682b7172246b0ebe95be7c2d13b.mid,Wild One,Bobby Rydell,JAZZ,SAD,151.6,0.0,0.6285
TRZXXZR128F92F602A,data/raw/lmd_matched/Z/X/X/TRZXXZR128F92F602A/5dad7e0813a19996e22dd06cc48b7259.mid,Página d'álbum,Turibio Santos,LATIN,SAD,113.3,0.0,0.6834
TRPNZQQ128EF354B60,data/raw/lmd_matched/P/N/Z/TRPNZQQ128EF354B60/2af3ef35358dee2661cd31748bdfd75e.mid,Tu Sei Bella Come Sei,Mal,FUNK,HAPPY,90.0,0.0,0.7623
TRHHCAW128F9314018,data/raw/lmd_matched/H/H/C/TRHHCAW128F9314018/059dbdc062dfd962624c83d569f70216.mid,"James Bond Theme (From ""Dr. No."") (2003 Digital Remaster)",John Barry Orchestra,JAZZ,TENSE,142.4,0.0,0.6891
TRDZCFL128F429D383,data/raw/lmd_matched/V/Z/D/TRVZDNA128F149180F/b8e01940e92a0f9db12fec3074b62a87.mid,Reason,Ian Van Dahl,ELECTRONIC,HAPPY,140.0,0.0,0.7435
TRFMXOZ128F9311DAC,data/raw/lmd_matched/F/M/X/TRFMXOZ128F9311DAC/82dd3d974aa3585b72f4502449bfb01e.mid,Prelude To A Kiss,Jim Hall,FUNK,SAD,113.8,0.0,0.7206
TRMEBIT128F4293733,data/raw/lmd_matched/K/Z/E/TRKZEZX128F424821A/7cb0e91cc4eb907415d8b6f16037eb0c.mid,Your Love (Full Vocal Mix),DJs@Work,ELECTRONIC,HAPPY,130.0,0.0,0.7462
TRMGAAS128F93141FA,data/raw/lmd_matched/P/C/R/TRPCRMX128F42AD904/cc87a8bd1ab2630187f49a4a1b974d86.mid,Candy,Paolo Nutini,FUNK,HAPPY,84.3,0.0,0.6937
TROZIAD128F932CD70,data/raw/lmd_matched/O/Z/I/TROZIAD128F932CD70/fe1d77fac92f564875092ccead764da2.mid,Wild And Free,Rednex,FUNK,HAPPY,177.1,0.0,0.6518
TRQSCTH12903CCF32C,data/raw/lmd_matched/Q/S/C/TRQSCTH12903CCF32C/cb972d0f3cb449fae69342d1e20b5007.mid,Caramba_ Caracho_ Ein Whisky,Heino,FUNK,HAPPY,124.1,0.0,0.6668
TRPMXCW128F427D415,data/raw/lmd_matched/P/M/X/TRPMXCW128F427D415/c14800a7fc2d0359343dad33ed74dd14.mid,Hey Ya! (Outkast) (Album),Lorene Drive,ELECTRONIC,HAPPY,159.0,0.0,0.7449
TRECNMD12903CEF1FA,data/raw/lmd_matched/P/B/T/TRPBTEP128F428C3A6/083aeb0cf91a666b1b279f8156d27037.mid,There's A Cold Spell Movin' In (Album Version),Daryle Singletary,POP,RELAXED,94.9,0.0,0.7464
TRJQGQG128F4284A10,data/raw/lmd_matched/J/Q/G/TRJQGQG128F4284A10/0bcd02baf55e9e06c9d7bfe7f4cbf5c5.mid,Union,Amilcar,ELECTRONIC,TENSE,120.6,0.0,0.7421
TRODNHT128F42ADA05,data/raw/lmd_matched/O/D/N/TRODNHT128F42ADA05/0453e55287e701e46b1ee15778371fc8.mid,I Vow To Thee My Country,G4,FUNK,HAPPY,76.8,0.0,0.7367
TRNNQIM128F9341D3C,data/raw/lmd_matched/O/J/Z/TROJZGJ128F4280341/b085f5c3571f570bdc44fa0c9b6a0672.mid,Devotion (LP Version),Faces,FUNK,SAD,107.9,0.0,0.7469
TRZMPZW128F934B7A4,data/raw/lmd_matched/O/K/X/TROKXMZ128F1466B13/50d51465281d240e0b4008fd1eed7911.mid,Sunday Girl,Blondie,FUNK,HAPPY,147.5,0.0,0.688
TRPUEPP128F425C9CE,data/raw/lmd_matched/P/U/E/TRPUEPP128F425C9CE/a5d62ebdea458f097e2257ed30bfd229.mid,Heartbeat (Hot Chip Remix),Late Of The Pier,ELECTRONIC,HAPPY,137.8,0.0,0.7574
TREYKAP128F42924C6,data/raw/lmd_matched/E/Y/K/TREYKAP128F42924C6/09e44e1db4ba925722d5ddabcb89fa17.mid,Ci Vuole Un Fisico Bestiale,Luca Carboni,FUNK,HAPPY,112.0,0.0,0.737
TRBTDNP128F14B0D77,data/raw/lmd_matched/S/O/D/TRSODYD128F42698C2/0b1eb49ff32d61f74c7edbe554c8d691.mid,Some Kind Of Zombie,Audio Adrenaline,ELECTRONIC,HAPPY,108.2,0.0,0.7389
TRMZBHP128E078CE71,data/raw/lmd_matched/M/Z/B/TRMZBHP128E078CE71/dbb9e38bcfee18f345e6eb16a1d4a3a9.mid,Just Remember I Love You (LP Version),Firefall,FUNK,HAPPY,122.4,0.0,0.7346
TRAOOER128F147BDF7,data/raw/lmd_matched/A/O/O/TRAOOER128F147BDF7/d180e405f5970bd0dd2e85a918040962.mid,Make A Little Luck (Album Version),Lori Carson,FUNK,SAD,77.9,0.0,0.7353
TRBTAOG128F42AA005,data/raw/lmd_matched/B/T/A/TRBTAOG128F42AA005/fbdde8c3a83ff19799128d6da6e8633c.mid,Será,Legião Urbana,FUNK,HAPPY,193.5,0.0,0.7395
TRGRCHN128F933DE2F,data/raw/lmd_matched/G/R/C/TRGRCHN128F933DE2F/128c8d4d7fb373a31ddb2e9587b2a375.mid,The Letter,The Box Tops,FUNK,SAD,137.2,0.0,0.7163
TRCEWXF12903D137FE,data/raw/lmd_matched/A/U/J/TRAUJHY128F425B3C0/ceb6a3f8e449cd8afa2ae9776129f3dd.mid,Islands In The Stream,Dolly Parton & Kenny Rogers,FUNK,HAPPY,102.0,0.0,0.722
TRWZQUR128F934DCFF,data/raw/lmd_matched/O/E/C/TROECHY128F4275B56/7cd2b464c00f64b10673921c33ccd1d4.mid,Moonlight Sonata (L. Beethoven),Tom Barabas,CLASSICAL,RELAXED,144.6,0.0,0.715
TRAFISO128E07965C7,data/raw/lmd_matched/E/T/R/TRETRYJ128E0795C57/23b932508e50b703a605bffda6324c01.mid,Mexico,The Les Humphries Singers,FUNK,HAPPY,181.7,0.0,0.671
TRXHBVP128F92F348C,data/raw/lmd_matched/X/H/B/TRXHBVP128F92F348C/062ee0a81eb01d0d3e993ce1fdc21423.mid,Midnight At The Oasis,Maria Muldaur,FUNK,HAPPY,98.1,0.0,0.7455
TRDNALN128F42698B4,data/raw/lmd_matched/E/X/U/TREXUZS128F92E29FC/d963d89f628e24a642c023a871bc117c.mid,Dream On,Aerosmith,FUNK,HAPPY,77.4,0.0,0.7306
TRWVVWI128F4238412,data/raw/lmd_matched/P/H/P/TRPHPAM128F9354D82/e5a07732a4225ed5aa1498053f8ea658.mid,FABLE,Robert Miles,FUNK,HAPPY,136.1,0.0,0.6404
TRTANHK128F4277386,data/raw/lmd_matched/P/O/S/TRPOSNU128F9308941/7e8c6fcd7d7fed81faf84764f85ec068.mid,Betek,Swayzak,FUNK,HAPPY,119.7,0.0,0.7374
TREETQP128F426E62B,data/raw/lmd_matched/E/E/T/TREETQP128F426E62B/eef0c7388297085799125ecd27f48038.mid,Play The Game (Live In Montreal),Queen,FUNK,HAPPY,248.4,0.0,0.6144
TRMIBOC128F426DD32,data/raw/lmd_matched/M/I/B/TRMIBOC128F426DD32/21c4874b317ea723d1b13d0517ba964a.mid,The Firebird/Danse de L'Oiseau de Feu,Columbia Symphony Orchestra;Igor Stravinsky,JAZZ,DARK,102.6,0.0,0.7174
TROFXYD128F146055D,data/raw/lmd_matched/O/F/X/TROFXYD128F146055D/bbf08f3439f3abb9c140bf572d92eae2.mid,Made In Heaven (2000 Digital Remaster),Freddie Mercury,FUNK,HAPPY,233.8,0.0,0.6618
TRQQWTT128F9342FA8,data/raw/lmd_matched/Q/Q/W/TRQQWTT128F9342FA8/e9a542c8a305820cd21ef9d182592007.mid,The Last Resort  (LP Version),Eagles,FUNK,HAPPY,126.5,0.0,0.7451
TRTJBCH128F9329F82,data/raw/lmd_matched/Y/R/M/TRYRMJF12903CF5E36/bf9e1f7dac7b998f2ab00723c6327efb.mid,Babylon Sisters,Steely Dan,FUNK,TENSE,61.2,0.0,0.6278
TRDZYDU128F93071CD,data/raw/lmd_matched/D/Z/Y/TRDZYDU128F93071CD/fb76839a270ce8d6670a709ee5f0333b.mid,Marching Season,Yanni,CLASSICAL,SAD,180.7,0.0,0.7369
TRCWFUZ128F428C9E8,data/raw/lmd_matched/S/N/X/TRSNXNI128F147C9D8/62aa661dfb6e024673e73cabaa995810.mid,100 mil,Joyride,FUNK,TENSE,126.0,0.0,0.7448
TRALGCA128E078EC5F,data/raw/lmd_matched/A/L/G/TRALGCA128E078EC5F/e6107bb46d0889b0691dd12103a27c13.mid,All I Wanna Do,Sheryl Crow,FUNK,SAD,122.4,0.0,0.7026
TRIHQIL128F427D553,data/raw/lmd_matched/I/H/Q/TRIHQIL128F427D553/65637d213beacbd2be4220d8771eab37.mid,Freestyler,Bomfunk MC's,FUNK,HAPPY,163.8,0.0,0.6796
TRWWEXE128F92DA614,data/raw/lmd_matched/V/V/P/TRVVPXB128F14B1040/30ea07982ca7a529a51d0e5152e9d113.mid,What Goes Around...Comes Around,Justin Timberlake,JAZZ,RELAXED,152.0,0.0,0.6083
TRXKNSZ128F428232E,data/raw/lmd_matched/V/K/Q/TRVKQCC128F145DDC1/ce422d23f719dd0407521cc1edfae195.mid,It's Not Unusual,Cher,FUNK,HAPPY,89.3,0.0,0.7213
TRONVVO128F92FD7D7,data/raw/lmd_matched/O/N/V/TRONVVO128F92FD7D7/8e07e96e7e3d7d048b1e36f7ed96ea85.mid,Bible Belt,Travis Tritt featuring Little Feat,FUNK,SAD,179.1,0.0,0.6819
TRFQBUP128F14A90E0,data/raw/lmd_matched/S/M/O/TRSMOMP12903CE4D2C/5d60202d60e99096cbe4e539543bf244.mid,Space Oddity (2006 Remastered LP Version),Saigon Kick,FUNK,HAPPY,132.1,0.0,0.721
TRTBKIM128F42A8EEA,data/raw/lmd_matched/P/R/B/TRPRBAO12903CA5DE0/9ceaf57be69ee1b1633fd07e33ef17fc.mid,Hi-fly aeroplane,JS16,FUNK,HAPPY,129.9,0.0,0.7122
TREECXF128F9339DA2,data/raw/lmd_matched/E/E/C/TREECXF128F9339DA2/8654c5a9328da50d71e2e8158bdc64eb.mid,Perfume De Luar,Chiclete Com Banana,LATIN,DARK,134.6,0.0,0.7306
TRYZDAD128F92F4C07,data/raw/lmd_matched/Y/Z/D/TRYZDAD128F92F4C07/d27d84380b6fb03be1a0148c9f4f8e60.mid,Where Did You Go? (feat. Tiff Lacey),Bobina,ELECTRONIC,HAPPY,137.9,0.0,0.6377
TRGCCPU128F429AC76,data/raw/lmd_matched/G/C/C/TRGCCPU128F429AC76/95bbfce270c618b2746c144e10b7189b.mid,Kato mitä sä teit - Against All Odds -,Ressu Redford,ELECTRONIC,HAPPY,110.9,0.0,0.7647
TRYFVXQ128F92ECE5E,data/raw/lmd_matched/Y/F/V/TRYFVXQ128F92ECE5E/1d61afa93797aa11a50120b7bfe3d7ee.mid,Miles From Nowhere,Cat Stevens,FUNK,SAD,158.3,0.0,0.6698
TRGXYCC128F42B712D,data/raw/lmd_matched/A/Y/K/TRAYKLX128F148EEEC/a241fb2d20bc4de2dd913beb9989a28a.mid,Heartbreaker [Kris Menace Remix],Metronomy,ELECTRONIC,HAPPY,127.0,0.0,0.7081
TRBREAY128F92E9CED,data/raw/lmd_matched/B/R/E/TRBREAY128F92E9CED/55c578f6e1a5ed640dcbcba58486aa1a.mid,Intro,Caedmon's Call,FUNK,HAPPY,93.0,0.0,0.7373
TRDCEZF128F4296931,data/raw/lmd_matched/F/L/Z/TRFLZMR128F92E7783/603079d9499e97fdf79b9be89692da04.mid,Love is Dead,Gurid Hansdottir,POP,RELAXED,86.0,0.0,0.7881
TRODFRL128E078EA8B,data/raw/lmd_matched/O/D/F/TRODFRL128E078EA8B/b53075e7e75b2e87d588b4cd5b7b08a7.mid,Easier To Forget,Allison Moorer,FUNK,SAD,123.7,0.0,0.73
TRSCSPP128F92D939C,data/raw/lmd_matched/E/F/T/TREFTRI12903D06FC7/32eb11c31c9997e6fb48659487b28044.mid,Bist du dabei,Rosenstolz,ELECTRONIC,HAPPY,130.1,0.0,0.7515
TROHHFF12903CC6E0D,data/raw/lmd_matched/O/H/H/TROHHFF12903CC6E0D/8d9c481e61b69df90101f30feb45e203.mid,Skeletons,Yeah Yeah Yeahs,FUNK,HAPPY,128.6,0.0,0.7435
TRDAVSV128F42AD0EE,data/raw/lmd_matched/E/E/H/TREEHVF128F42809EC/94f6fd8db52453bbf562898c3e367f9e.mid,This Love of Mine,Dale Hawkins,FUNK,RELAXED,90.1,0.0,0.718
TROTTYH128F42375F3,data/raw/lmd_matched/O/T/T/TROTTYH128F42375F3/e987739202c7a2e3dbfd67ee8a1ed891.mid,You've Lost That Lovin' Feelin',Righteous Brothers,FUNK,SAD,93.9,0.0,0.7494
TRFPRZU12903CD696B,data/raw/lmd_matched/F/P/R/TRFPRZU12903CD696B/16336562f7d15ca8a01ea851d84d65bc.mid,I Don't Wanna Cry - (Tribute To Mariah Carey),Dreamers,LATIN,RELAXED,132.0,0.0,0.6322
TRBHUAP128F42919E4,data/raw/lmd_matched/B/H/U/TRBHUAP128F42919E4/554ffc677015674bc2c9805e6ada4f1a.mid,Wie ein Vogel im Wind,Heino,FUNK,HAPPY,100.1,0.0,0.7399
TRBKPCE128F9320BBC,data/raw/lmd_matched/B/K/P/TRBKPCE128F9320BBC/ee327d8884244fc86a1f9e2c6c6230c4.mid,Hollow,Norther,POP,DARK,170.1,0.0,0.6388
TRGBNWE128F4251682,data/raw/lmd_matched/G/B/N/TRGBNWE128F4251682/e2213f3418211df020b599a358d86983.mid,E.Yo.Ne!!,DJ OZMA,LATIN,HAPPY,90.0,0.0,0.7553
TRMNAEL128E0785820,data/raw/lmd_matched/M/N/A/TRMNAEL128E0785820/4f91906baa15046f00e94fd6c2b4f190.mid,Losing My Religion (Live) (Athens 1992) (Applause Faded),R.E.M.,FUNK,DARK,125.9,0.0,0.7276
TRAJWBT128F932DEBE,data/raw/lmd_matched/A/J/W/TRAJWBT128F932DEBE/3864aecf553cba75347ac3d2c6f42aa5.mid,Run To Me,Bee Gees,FUNK,HAPPY,79.6,0.0,0.7078
TRNPZWV128E0788BDA,data/raw/lmd_matched/P/B/Q/TRPBQII128F4263598/bc11aedb9c44074c732f6aac7ac9a3a3.mid,The Weekend,Michael Gray,FUNK,HAPPY,127.0,0.0,0.7526
TRZWKIN12903CEF2E5,data/raw/lmd_matched/Z/W/K/TRZWKIN12903CEF2E5/685887354c3994553d7fbc95f8342e4c.mid,Country Boy And City Girl (Album Version),Clay Walker,POP,SAD,108.0,0.0,0.7417
TRJGKSX128F92E15B1,data/raw/lmd_matched/A/Q/Q/TRAQQBI12903CDE84F/db97c58d53ce31869c48f309c456f9e0.mid,Moonlight Shadow ,Groove Coverage,LATIN,HAPPY,140.0,0.0,0.6726
TRRVRKY128F4225302,data/raw/lmd_matched/R/V/R/TRRVRKY128F4225302/4440004d0c862d4126b664d77f2e3037.mid,This Will Make You Love Again,IAMX,ELECTRONIC,HAPPY,113.4,0.0,0.7407
TRNURAD12903CB81E0,data/raw/lmd_matched/C/F/X/TRCFXDL128F92E6302/f3c39fe380a3656c02e8ee73a6fc8215.mid,My Love,Airscape,FUNK,HAPPY,127.0,0.0,0.7305
TRFOKLX128F92FF246,data/raw/lmd_matched/O/N/B/TRONBBO12903CCBFAB/689c4bf6e5302a2f383f335c26b6ab9b.mid,Mermaids,Medwyn Goodall,CLASSICAL,RELAXED,119.9,0.0,0.7138
TRHUGLC128F425A5DE,data/raw/lmd_matched/E/F/E/TREFEBZ128F425441E/2ffc7f8bb740da2b8c5eed9c05c5c079.mid,Renaissance,M People,FUNK,HAPPY,126.0,0.0,0.7507
TRIWXEC12903CF5E48,data/raw/lmd_matched/V/W/K/TRVWKIO128F4236673/b0493abb18a9b7da99cf3ac222b2c41d.mid,Dark Symphony,Tom Cloud,ELECTRONIC,HAPPY,135.0,0.0,0.7024
TREPCCL128F427B12A,data/raw/lmd_matched/E/P/C/TREPCCL128F427B12A/64e41074dab83e308cee048233b8e327.mid,Golden Cage,The Whitest Boy Alive,FUNK,RELAXED,125.0,0.0,0.7243
TRBNEWZ128F9338CD8,data/raw/lmd_matched/Y/N/L/TRYNLTZ128F92FBC09/84be727c1d662aea735776f2c1ca883a.mid,There Goes My Everything,Jack Greene,FUNK,SAD,125.2,0.0,0.7252
