msd_id,token_path,genre,mood,enc_len,dec_len
TREZJKA128F422BA79,data/tokens/TREZJKA128F422BA79.json,FUNK,HAPPY,1068,1385
TRFHGWV128E0792EC8,data/tokens/TRFHGWV128E0792EC8.json,FUNK,SAD,936,663
TRBFNOR128F933B0F5,data/tokens/TRBFNOR128F933B0F5.json,JAZZ,TENSE,5,1358
TRTJEUO128F92FE5BF,data/tokens/TRTJEUO128F92FE5BF.json,FUNK,HAPPY,363,2023
TRBORHY12903CF13F1,data/tokens/TRBORHY12903CF13F1.json,ELECTRONIC,HAPPY,173,1035
TRGWIXI128F4262BA9,data/tokens/TRGWIXI128F4262BA9.json,POP,HAPPY,331,991
TRGNASO12903CC5D65,data/tokens/TRGNASO12903CC5D65.json,FUNK,HAPPY,329,748
TRXOKEX128F427FACE,data/tokens/TRXOKEX128F427FACE.json,ELECTRONIC,HAPPY,223,721
TRIWJYT128F427B60E,data/tokens/TRIWJYT128F427B60E.json,FUNK,HAPPY,387,1019
TRZJZSZ128F4236530,data/tokens/TRZJZSZ128F4236530.json,ROCK,DARK,404,1335
TRAFPDW128F428C185,data/tokens/TRAFPDW128F428C185.json,POP,SAD,351,809
TRTTXVJ12903D156A6,data/tokens/TRTTXVJ12903D156A6.json,POP,SAD,569,1488
TRXFHVQ128F1453822,data/tokens/TRXFHVQ128F1453822.json,FUNK,HAPPY,1766,909
TRZSOWU128F9310EA2,data/tokens/TRZSOWU128F9310EA2.json,JAZZ,SAD,5,1704
TRNJUBR128F92F7A7D,data/tokens/TRNJUBR128F92F7A7D.json,FUNK,HAPPY,5,1067
TRWUKZP128F92D7053,data/tokens/TRWUKZP128F92D7053.json,CLASSICAL,TENSE,5,935
TRHEJKQ128F92DC5E3,data/tokens/TRHEJKQ128F92DC5E3.json,JAZZ,RELAXED,129,422
TRUKNWC128F426EBA3,data/tokens/TRUKNWC128F426EBA3.json,FUNK,HAPPY,171,924
TRWBDAW128F426BD99,data/tokens/TRWBDAW128F426BD99.json,JAZZ,HAPPY,1080,995
TRVZOPW128F4264145,data/tokens/TRVZOPW128F4264145.json,POP,HAPPY,324,1020
TROVATY128F422A001,data/tokens/TROVATY128F422A001.json,CLASSICAL,RELAXED,406,835
TRWUKGN12903CDFB56,data/tokens/TRWUKGN12903CDFB56.json,JAZZ,SAD,396,1310
TRHHCAW128F9314018,data/tokens/TRHHCAW128F9314018.json,JAZZ,TENSE,33,953
TRDZCFL128F429D383,data/tokens/TRDZCFL128F429D383.json,ELECTRONIC,HAPPY,567,917
TRFMXOZ128F9311DAC,data/tokens/TRFMXOZ128F9311DAC.json,FUNK,SAD,1452,543
TRPMXCW128F427D415,data/tokens/TRPMXCW128F427D415.json,ELECTRONIC,HAPPY,129,1670
TRZMPZW128F934B7A4,data/tokens/TRZMPZW128F934B7A4.json,FUNK,HAPPY,5,1367
TRPUEPP128F425C9CE,data/tokens/TRPUEPP128F425C9CE.json,ELECTRONIC,HAPPY,753,1064
TRMZBHP128E078CE71,data/tokens/TRMZBHP128E078CE71.json,FUNK,HAPPY,1353,640
TRDZYDU128F93071CD,data/tokens/TRDZYDU128F93071CD.json,CLASSICAL,SAD,5,1846
TRCWFUZ128F428C9E8,data/tokens/TRCWFUZ128F428C9E8.json,FUNK,TENSE,303,1283
TRONVVO128F92FD7D7,data/tokens/TRONVVO128F92FD7D7.json,FUNK,SAD,795,2707
TREECXF128F9339DA2,data/tokens/TREECXF128F9339DA2.json,LATIN,DARK,193,1322
TRBKPCE128F9320BBC,data/tokens/TRBKPCE128F9320BBC.json,POP,DARK,5,2195
TRMNAEL128E0785820,data/tokens/TRMNAEL128E0785820.json,FUNK,DARK,385,813
TRNPZWV128E0788BDA,data/tokens/TRNPZWV128E0788BDA.json,FUNK,HAPPY,508,890
TRRVRKY128F4225302,data/tokens/TRRVRKY128F4225302.json,ELECTRONIC,HAPPY,5,987
TRFOKLX128F92FF246,data/tokens/TRFOKLX128F92FF246.json,CLASSICAL,RELAXED,510,199
TRBNEWZ128F9338CD8,data/tokens/TRBNEWZ128F9338CD8.json,FUNK,SAD,185,577
TRCKYIM128E0782A2F,data/tokens/TRCKYIM128E0782A2F.json,FUNK,DARK,396,666
TRTEKBZ128F425D563,data/tokens/TRTEKBZ128F425D563.json,FUNK,HAPPY,5,631
TRVLQFM128F92F1E6C,data/tokens/TRVLQFM128F92F1E6C.json,FUNK,SAD,1269,3282
TROARZP128F930DC56,data/tokens/TROARZP128F930DC56.json,FUNK,HAPPY,1866,876
TRITFFG128F1452CE4,data/tokens/TRITFFG128F1452CE4.json,ELECTRONIC,SAD,5,446
TRBPZOP128F92F76E5,data/tokens/TRBPZOP128F92F76E5.json,FUNK,SAD,5,671
TRPDBKF128F428315B,data/tokens/TRPDBKF128F428315B.json,LATIN,DARK,1047,859
TRWLGBO128F930EA2E,data/tokens/TRWLGBO128F930EA2E.json,ELECTRONIC,HAPPY,1475,1305
TRXZQHU128F14595A6,data/tokens/TRXZQHU128F14595A6.json,FUNK,SAD,814,1176
TRDWWKK128F934B485,data/tokens/TRDWWKK128F934B485.json,POP,DARK,5,2707
TRPSVWD128F92F1E66,data/tokens/TRPSVWD128F92F1E66.json,FUNK,SAD,1300,2167
TRTNLER128F4234092,data/tokens/TRTNLER128F4234092.json,ROCK,HAPPY,90,1071
TRBHDQU12903D09504,data/tokens/TRBHDQU12903D09504.json,FUNK,HAPPY,302,1021
TRZUDQY128F425C3F8,data/tokens/TRZUDQY128F425C3F8.json,LATIN,HAPPY,65,2638
TRUQCHZ12903D07422,data/tokens/TRUQCHZ12903D07422.json,FUNK,TENSE,138,391
TRVILAN128F42B635B,data/tokens/TRVILAN128F42B635B.json,FUNK,HAPPY,447,756
TRWVXGK128F149BD11,data/tokens/TRWVXGK128F149BD11.json,JAZZ,RELAXED,648,1044
TRSJBMA128F92E270A,data/tokens/TRSJBMA128F92E270A.json,JAZZ,HAPPY,1831,1095
TRSXUGQ128F428B8AC,data/tokens/TRSXUGQ128F428B8AC.json,ROCK,DARK,157,2956
TRGWFAA128EF348DD6,data/tokens/TRGWFAA128EF348DD6.json,FUNK,TENSE,534,982
TRICMST128F426609F,data/tokens/TRICMST128F426609F.json,FUNK,HAPPY,369,2081
TRZAYUF12903CB2D76,data/tokens/TRZAYUF12903CB2D76.json,FUNK,SAD,2625,1181
TRFEOVN128F4256842,data/tokens/TRFEOVN128F4256842.json,JAZZ,DARK,694,1816
TRCZGBG128F4222F61,data/tokens/TRCZGBG128F4222F61.json,FUNK,HAPPY,453,920
TRCGSSV128EF35EFFB,data/tokens/TRCGSSV128EF35EFFB.json,FUNK,HAPPY,79,1500
TRNTJOQ128E0794306,data/tokens/TRNTJOQ128E0794306.json,FUNK,HAPPY,5,1309
TRYGKGA128F42717E0,data/tokens/TRYGKGA128F42717E0.json,FUNK,HAPPY,2640,1358
TRDQGSM128F1460983,data/tokens/TRDQGSM128F1460983.json,FUNK,SAD,401,1071
TRLBAUI128F425464E,data/tokens/TRLBAUI128F425464E.json,FUNK,HAPPY,268,2398
TRMLOTV128F4237652,data/tokens/TRMLOTV128F4237652.json,FUNK,HAPPY,1482,1029
TRWVZOH128F424A184,data/tokens/TRWVZOH128F424A184.json,FUNK,HAPPY,920,1507
TRTDORQ128F42389AD,data/tokens/TRTDORQ128F42389AD.json,LATIN,HAPPY,65,620
TRJBLMU128F428A766,data/tokens/TRJBLMU128F428A766.json,FUNK,HAPPY,1165,2210
TREJUYC128F932BDD4,data/tokens/TREJUYC128F932BDD4.json,POP,HAPPY,99,1140
TRPDHQF12903CC4455,data/tokens/TRPDHQF12903CC4455.json,JAZZ,RELAXED,776,787
TRUNVNJ128F930D0AF,data/tokens/TRUNVNJ128F930D0AF.json,JAZZ,RELAXED,2487,878
TROQBRV128F42709E1,data/tokens/TROQBRV128F42709E1.json,JAZZ,RELAXED,577,1184
TRJYSUB12903CEFDD5,data/tokens/TRJYSUB12903CEFDD5.json,ROCK,DARK,5,1224
TRVQXLZ128F146D926,data/tokens/TRVQXLZ128F146D926.json,FUNK,DARK,1842,1051
TRPBOSE12903CFB34D,data/tokens/TRPBOSE12903CFB34D.json,ROCK,DARK,65,897
TRPDNUQ128F931F586,data/tokens/TRPDNUQ128F931F586.json,ROCK,SAD,80,850
TRBVRSF128F92D5D2F,data/tokens/TRBVRSF128F92D5D2F.json,FUNK,HAPPY,5,1804
TRJCUEX128F93394C8,data/tokens/TRJCUEX128F93394C8.json,JAZZ,HAPPY,7908,1007
TRXHUGX128F93279F8,data/tokens/TRXHUGX128F93279F8.json,FUNK,HAPPY,5,1013
TRKRWDP128F14A2A2B,data/tokens/TRKRWDP128F14A2A2B.json,FUNK,DARK,5,636
TRANQIY12903CDE0ED,data/tokens/TRANQIY12903CDE0ED.json,FUNK,HAPPY,466,911
TREUHZR128F93111A5,data/tokens/TREUHZR128F93111A5.json,FUNK,RELAXED,5,703
TREVKGL128EF35B86A,data/tokens/TREVKGL128EF35B86A.json,POP,SAD,2644,1445
TRZYTAY128F932C70B,data/tokens/TRZYTAY128F932C70B.json,FUNK,RELAXED,723,829
TRFJUSS128F92D18E9,data/tokens/TRFJUSS128F92D18E9.json,FUNK,HAPPY,225,2616
TREUEIN128F92E81DB,data/tokens/TREUEIN128F92E81DB.json,ELECTRONIC,HAPPY,560,1115
TROLUEY12903CCF763,data/tokens/TROLUEY12903CCF763.json,FUNK,SAD,29,430
TRRGBTU128E078B046,data/tokens/TRRGBTU128E078B046.json,FUNK,SAD,751,1087
TRFUSBC128F428E833,data/tokens/TRFUSBC128F428E833.json,FUNK,HAPPY,21,2081
TRUEIND128F148E334,data/tokens/TRUEIND128F148E334.json,FUNK,HAPPY,354,1096
TRVJCHP128F92F12E2,data/tokens/TRVJCHP128F92F12E2.json,FUNK,HAPPY,241,868
TROACYW128F423D2B4,data/tokens/TROACYW128F423D2B4.json,FUNK,HAPPY,433,775
TRZJGDR128F93234AF,data/tokens/TRZJGDR128F93234AF.json,POP,HAPPY,716,1539
TRDVVFX128F92D8256,data/tokens/TRDVVFX128F92D8256.json,FUNK,RELAXED,5,898
TRCQMVZ12903CCE9ED,data/tokens/TRCQMVZ12903CCE9ED.json,POP,RELAXED,378,930
TREDKPE128F4279F9F,data/tokens/TREDKPE128F4279F9F.json,FUNK,HAPPY,53,535
TRXMJOK12903C99655,data/tokens/TRXMJOK12903C99655.json,FUNK,HAPPY,505,1840
TRKJKDD128F428F2BD,data/tokens/TRKJKDD128F428F2BD.json,FUNK,HAPPY,979,1215
TRVRWCV128F92D12AB,data/tokens/TRVRWCV128F92D12AB.json,FUNK,HAPPY,129,380
TREMMVI12903CC3016,data/tokens/TREMMVI12903CC3016.json,FUNK,HAPPY,5,878
TRMXCHV128F92F965C,data/tokens/TRMXCHV128F92F965C.json,FUNK,HAPPY,373,865
TRHNCES128F92F0812,data/tokens/TRHNCES128F92F0812.json,FUNK,HAPPY,5,855
TRTVAOZ128F92F740C,data/tokens/TRTVAOZ128F92F740C.json,FUNK,SAD,5,1121
TRRYSIH128F42A1EF4,data/tokens/TRRYSIH128F42A1EF4.json,LATIN,HAPPY,226,4292
TRPCWPE128F428EC55,data/tokens/TRPCWPE128F428EC55.json,CLASSICAL,SAD,5,980
TRONSXF128F148D4A5,data/tokens/TRONSXF128F148D4A5.json,FUNK,SAD,129,380
TRJTXDR128F4290407,data/tokens/TRJTXDR128F4290407.json,FUNK,HAPPY,27,1376
TRFGEHE12903CC33FD,data/tokens/TRFGEHE12903CC33FD.json,FUNK,HAPPY,5,2327
TRYCPIQ128F428F50E,data/tokens/TRYCPIQ128F428F50E.json,LATIN,HAPPY,372,1329
TRLGFZS128F4273521,data/tokens/TRLGFZS128F4273521.json,FUNK,DARK,5,2700
TRXIQQG128F429F80A,data/tokens/TRXIQQG128F429F80A.json,FUNK,HAPPY,259,1362
TRVICMJ128F427317E,data/tokens/TRVICMJ128F427317E.json,ELECTRONIC,HAPPY,5,1443
TREYALU128F933BBB7,data/tokens/TREYALU128F933BBB7.json,FUNK,SAD,5,692
TRXGBVP128F933ABDE,data/tokens/TRXGBVP128F933ABDE.json,ELECTRONIC,HAPPY,76,1333
TRYHBDY128F1459AF4,data/tokens/TRYHBDY128F1459AF4.json,LATIN,SAD,1201,1747
TRUTTYH128E078F269,data/tokens/TRUTTYH128E078F269.json,JAZZ,HAPPY,1388,1085
TRCMCHR12903CB5A9D,data/tokens/TRCMCHR12903CB5A9D.json,ELECTRONIC,HAPPY,5,1333
TRMBFUQ128F9333268,data/tokens/TRMBFUQ128F9333268.json,FUNK,HAPPY,456,776
TRYGZQG128EF344697,data/tokens/TRYGZQG128EF344697.json,FUNK,HAPPY,356,563
TRZNIUK128F4239080,data/tokens/TRZNIUK128F4239080.json,FUNK,HAPPY,404,424
TRMGQZT12903D13E59,data/tokens/TRMGQZT12903D13E59.json,JAZZ,HAPPY,987,1086
TRFGVBI128F42A92B2,data/tokens/TRFGVBI128F42A92B2.json,JAZZ,HAPPY,5,1046
TRUFHMN12903CC4EA0,data/tokens/TRUFHMN12903CC4EA0.json,FUNK,HAPPY,127,792
TRLKIRF128F4251749,data/tokens/TRLKIRF128F4251749.json,ROCK,TENSE,5,2932
TRBXWGO128F14A0F35,data/tokens/TRBXWGO128F14A0F35.json,LATIN,HAPPY,218,1699
TRXTVHC128E078CF9F,data/tokens/TRXTVHC128E078CF9F.json,FUNK,HAPPY,359,1517
TRQMENQ128E07876D3,data/tokens/TRQMENQ128E07876D3.json,FUNK,SAD,5,2353
TRWRXSJ128F9314B40,data/tokens/TRWRXSJ128F9314B40.json,FUNK,SAD,98,635
TRTYVRE12903D03DC5,data/tokens/TRTYVRE12903D03DC5.json,FUNK,HAPPY,158,990
TRKSLTQ128F14989F9,data/tokens/TRKSLTQ128F14989F9.json,FUNK,HAPPY,2186,782
TRGSGGL128F4238308,data/tokens/TRGSGGL128F4238308.json,FUNK,HAPPY,994,1270
TRIVYYP128F9336888,data/tokens/TRIVYYP128F9336888.json,ROCK,SAD,876,832
TRHUHGW128E078707E,data/tokens/TRHUHGW128E078707E.json,CLASSICAL,RELAXED,841,1519
TRFOXAG12903CFF23B,data/tokens/TRFOXAG12903CFF23B.json,ROCK,SAD,5,2532
TRSMEMX128E079248C,data/tokens/TRSMEMX128E079248C.json,FUNK,SAD,1479,901
TRTLNTN128F14927B4,data/tokens/TRTLNTN128F14927B4.json,ELECTRONIC,HAPPY,5,936
TRGBGVQ128F92CEAA2,data/tokens/TRGBGVQ128F92CEAA2.json,FUNK,TENSE,347,1420
TRKKQPW128F4249C25,data/tokens/TRKKQPW128F4249C25.json,FUNK,HAPPY,700,881
TRUHFWB128F93382F2,data/tokens/TRUHFWB128F93382F2.json,FUNK,HAPPY,239,1080
TRKNJUP128F92EB504,data/tokens/TRKNJUP128F92EB504.json,FUNK,HAPPY,715,960
TRYQKSS128F423BBFB,data/tokens/TRYQKSS128F423BBFB.json,ELECTRONIC,HAPPY,351,2290
TRXTALB128F425A61A,data/tokens/TRXTALB128F425A61A.json,FUNK,HAPPY,5,1379
TRRJLZN128F4291CE1,data/tokens/TRRJLZN128F4291CE1.json,FUNK,HAPPY,87,1003
TRIQXFH128F146EC43,data/tokens/TRIQXFH128F146EC43.json,FUNK,RELAXED,5,1794
TRYUECP128F426097A,data/tokens/TRYUECP128F426097A.json,FUNK,HAPPY,1020,986
TRGVHKP128F427A4D9,data/tokens/TRGVHKP128F427A4D9.json,FUNK,HAPPY,5,924
TRHIIJP128F932DE98,data/tokens/TRHIIJP128F932DE98.json,FUNK,HAPPY,5,2141
TRZKORM128F92F3BF2,data/tokens/TRZKORM128F92F3BF2.json,LATIN,SAD,465,874
TRNSHLG128F9365887,data/tokens/TRNSHLG128F9365887.json,FUNK,HAPPY,716,980
TRJWXTN128F42487F0,data/tokens/TRJWXTN128F42487F0.json,JAZZ,SAD,340,728
TRQTBCB128F92DDB50,data/tokens/TRQTBCB128F92DDB50.json,JAZZ,HAPPY,797,1886
TRAWVFT128F4265084,data/tokens/TRAWVFT128F4265084.json,FUNK,HAPPY,733,1027
TRAVXMT128F429846E,data/tokens/TRAVXMT128F429846E.json,POP,SAD,5,312
TRPKLHH128F42509AD,data/tokens/TRPKLHH128F42509AD.json,FUNK,HAPPY,816,1601
TRJKNLK12903CB0700,data/tokens/TRJKNLK12903CB0700.json,FUNK,HAPPY,430,835
TRCOTJS128E0798D2D,data/tokens/TRCOTJS128E0798D2D.json,CLASSICAL,HAPPY,162,1386
TRSDDJA128F428C340,data/tokens/TRSDDJA128F428C340.json,JAZZ,TENSE,3761,3056
TRWWHPU128E078585C,data/tokens/TRWWHPU128E078585C.json,POP,HAPPY,123,2107
TRHBKFH128F4252C10,data/tokens/TRHBKFH128F4252C10.json,FUNK,DARK,863,1208
TROOQNQ128F9355B14,data/tokens/TROOQNQ128F9355B14.json,FUNK,DARK,183,568
TRIXRCQ128E0794811,data/tokens/TRIXRCQ128E0794811.json,FUNK,HAPPY,541,590
TRLJHIE128F42850C7,data/tokens/TRLJHIE128F42850C7.json,FUNK,HAPPY,765,1100
TRKPQMT128F93423B7,data/tokens/TRKPQMT128F93423B7.json,LATIN,HAPPY,257,1696
TRIATAS128F1465355,data/tokens/TRIATAS128F1465355.json,FUNK,HAPPY,2513,966
TRDKWVZ128F92FDEA2,data/tokens/TRDKWVZ128F92FDEA2.json,POP,SAD,887,363
TRCKFTE128F93156AA,data/tokens/TRCKFTE128F93156AA.json,ELECTRONIC,HAPPY,238,518
TRODMFW128F93418B6,data/tokens/TRODMFW128F93418B6.json,JAZZ,SAD,101,1575
TRRJYTA12903CD48A4,data/tokens/TRRJYTA12903CD48A4.json,ELECTRONIC,TENSE,298,515
TRFMQST128F92C41CB,data/tokens/TRFMQST128F92C41CB.json,ELECTRONIC,HAPPY,835,942
TRBEPVA128F92E52FB,data/tokens/TRBEPVA128F92E52FB.json,ROCK,TENSE,397,2314
TRFDAYX128F4297A2B,data/tokens/TRFDAYX128F4297A2B.json,JAZZ,SAD,372,919
TRPDAPZ128F931EBBA,data/tokens/TRPDAPZ128F931EBBA.json,JAZZ,HAPPY,990,1025
TRMQLUJ12903CB73E1,data/tokens/TRMQLUJ12903CB73E1.json,ELECTRONIC,HAPPY,129,941
TRANYRD128E078F277,data/tokens/TRANYRD128E078F277.json,JAZZ,HAPPY,870,1160
TRGTYXK128F9303485,data/tokens/TRGTYXK128F9303485.json,POP,SAD,5,673
TRYZKII128F9309329,data/tokens/TRYZKII128F9309329.json,LATIN,HAPPY,233,592
TRIMBSU12903D08401,data/tokens/TRIMBSU12903D08401.json,POP,SAD,473,1551
TRZWNNN128F92E25E1,data/tokens/TRZWNNN128F92E25E1.json,JAZZ,SAD,5,843
TRIZBZF128F932CF12,data/tokens/TRIZBZF128F932CF12.json,ROCK,SAD,5,543
TROIYZU128F932DF33,data/tokens/TROIYZU128F932DF33.json,JAZZ,TENSE,5,1234
TRMPDJM128F930D4D8,data/tokens/TRMPDJM128F930D4D8.json,ELECTRONIC,HAPPY,115,1802
TRTDRFB128F425C1E6,data/tokens/TRTDRFB128F425C1E6.json,POP,SAD,5,1221
TRGTRYL128F9320F63,data/tokens/TRGTRYL128F9320F63.json,CLASSICAL,SAD,151,1179
TRGNMJA128F426ADE7,data/tokens/TRGNMJA128F426ADE7.json,POP,SAD,479,2334
TRZOKJZ128F4272BD7,data/tokens/TRZOKJZ128F4272BD7.json,ELECTRONIC,HAPPY,878,1376
TROAJNM128F92FDD2B,data/tokens/TROAJNM128F92FDD2B.json,ELECTRONIC,HAPPY,179,1022
TRNJKKS128F14744B0,data/tokens/TRNJKKS128F14744B0.json,JAZZ,HAPPY,123,2619
TRPZMUY12903CE6A85,data/tokens/TRPZMUY12903CE6A85.json,ELECTRONIC,RELAXED,2819,1063
TRZVKDR128E078868B,data/tokens/TRZVKDR128E078868B.json,JAZZ,RELAXED,842,1175
TRXOIEW128F4227796,data/tokens/TRXOIEW128F4227796.json,ELECTRONIC,DARK,432,607
TRRBHMG128EF33F522,data/tokens/TRRBHMG128EF33F522.json,ROCK,TENSE,129,1686
TRCCHKA128E078F141,data/tokens/TRCCHKA128E078F141.json,JAZZ,HAPPY,266,1190
TRWJHQR128F9356367,data/tokens/TRWJHQR128F9356367.json,JAZZ,DARK,192,893
TRCRJXI128F425ACF2,data/tokens/TRCRJXI128F425ACF2.json,CLASSICAL,SAD,801,1053
TRSBMAY128F42A1844,data/tokens/TRSBMAY128F42A1844.json,ELECTRONIC,HAPPY,1161,490
TRMIPNS128F931EDF8,data/tokens/TRMIPNS128F931EDF8.json,LATIN,HAPPY,243,354
TRUAJFN128F428A3FF,data/tokens/TRUAJFN128F428A3FF.json,CLASSICAL,HAPPY,2344,1356
TRGTUSY128F429E5CE,data/tokens/TRGTUSY128F429E5CE.json,LATIN,HAPPY,155,1070
TRVSNLA12903D0575B,data/tokens/TRVSNLA12903D0575B.json,JAZZ,HAPPY,611,951
TRYAQIG12903CBB77C,data/tokens/TRYAQIG12903CBB77C.json,ELECTRONIC,HAPPY,1149,1848
TRUKLNK128F148C953,data/tokens/TRUKLNK128F148C953.json,JAZZ,RELAXED,98,1072
TRCVJST128F42912CE,data/tokens/TRCVJST128F42912CE.json,CLASSICAL,DARK,732,456
TRIGMFW128F145F08F,data/tokens/TRIGMFW128F145F08F.json,ELECTRONIC,SAD,5,1731
TRCAFGC12903CCF3BC,data/tokens/TRCAFGC12903CCF3BC.json,JAZZ,SAD,647,1092
TRALQAL12903CB1405,data/tokens/TRALQAL12903CB1405.json,LATIN,DARK,610,898
TRCXFPD128C7196A52,data/tokens/TRCXFPD128C7196A52.json,POP,HAPPY,922,1559
TRLEWRP128F14A0913,data/tokens/TRLEWRP128F14A0913.json,ELECTRONIC,HAPPY,508,890
TRYBNIJ128F429FB7B,data/tokens/TRYBNIJ128F429FB7B.json,JAZZ,SAD,1475,977
TRRBLSV128F4238C23,data/tokens/TRRBLSV128F4238C23.json,POP,DARK,1775,1136
TRYLBRQ12903CE43F2,data/tokens/TRYLBRQ12903CE43F2.json,ELECTRONIC,HAPPY,69,663
TRWWXTP128F93351DA,data/tokens/TRWWXTP128F93351DA.json,JAZZ,SAD,5,1230
TRQCYJL128F42BB88C,data/tokens/TRQCYJL128F42BB88C.json,CLASSICAL,RELAXED,497,797
TRRLTMW12903CC4F42,data/tokens/TRRLTMW12903CC4F42.json,ROCK,RELAXED,664,930
TREZCTL128F92EB17D,data/tokens/TREZCTL128F92EB17D.json,LATIN,HAPPY,2396,779
TRMVJAW12903CC11DD,data/tokens/TRMVJAW12903CC11DD.json,CLASSICAL,TENSE,1880,2665
TRBQNCM12903CD8BA0,data/tokens/TRBQNCM12903CD8BA0.json,ELECTRONIC,DARK,49,1314
TRKRQKX128F92E956E,data/tokens/TRKRQKX128F92E956E.json,JAZZ,HAPPY,520,880
TRJIYCS128F42871D3,data/tokens/TRJIYCS128F42871D3.json,JAZZ,HAPPY,5,902
TRHLQAB128E078F2E1,data/tokens/TRHLQAB128E078F2E1.json,JAZZ,HAPPY,870,1163
TRUEGDS12903CD4152,data/tokens/TRUEGDS12903CD4152.json,JAZZ,HAPPY,5,1587
TRJPKPA128F4289C0E,data/tokens/TRJPKPA128F4289C0E.json,LATIN,HAPPY,341,848
TRKBBQE12903D06C73,data/tokens/TRKBBQE12903D06C73.json,JAZZ,HAPPY,5,1108
TROQXXB128F14546DA,data/tokens/TROQXXB128F14546DA.json,POP,DARK,5,1380
TRYZUKN128F92E17D9,data/tokens/TRYZUKN128F92E17D9.json,LATIN,SAD,1107,842
TRTWZEZ12903CE7B00,data/tokens/TRTWZEZ12903CE7B00.json,ROCK,HAPPY,5,2347
TRXTAGR12903CAF1DA,data/tokens/TRXTAGR12903CAF1DA.json,ELECTRONIC,HAPPY,950,2181
TRRDJUM128F4255E64,data/tokens/TRRDJUM128F4255E64.json,POP,TENSE,1609,1736
TRUTGVT128F92CAB69,data/tokens/TRUTGVT128F92CAB69.json,ELECTRONIC,HAPPY,581,1142
TRGNAVZ128F427FC66,data/tokens/TRGNAVZ128F427FC66.json,ELECTRONIC,HAPPY,5,1893
TRGGUJZ128EF35F809,data/tokens/TRGGUJZ128EF35F809.json,POP,HAPPY,420,1349
TRGKORB128F42739D4,data/tokens/TRGKORB128F42739D4.json,JAZZ,HAPPY,392,834
TRSMVWX128F42949A3,data/tokens/TRSMVWX128F42949A3.json,LATIN,SAD,471,1009
TRFPLQA128F42316A5,data/tokens/TRFPLQA128F42316A5.json,LATIN,HAPPY,5,1379
TRMJWOM128F14920BF,data/tokens/TRMJWOM128F14920BF.json,POP,HAPPY,5,353
TRDZEKE128F427EF05,data/tokens/TRDZEKE128F427EF05.json,LATIN,HAPPY,5,1082
TRONSRD128F145E0CF,data/tokens/TRONSRD128F145E0CF.json,POP,RELAXED,5,1107
TRCQTEF128E0794953,data/tokens/TRCQTEF128E0794953.json,JAZZ,RELAXED,469,736
TRZQKYV128EF342C28,data/tokens/TRZQKYV128EF342C28.json,POP,HAPPY,420,2226
TRCCQAT12903CED283,data/tokens/TRCCQAT12903CED283.json,POP,TENSE,151,1008
TROSKQY128F92FC02A,data/tokens/TROSKQY128F92FC02A.json,ELECTRONIC,HAPPY,1458,1673
TRFXHSK128F427DAC3,data/tokens/TRFXHSK128F427DAC3.json,POP,SAD,1022,714
TRGONUO128F931F391,data/tokens/TRGONUO128F931F391.json,ELECTRONIC,DARK,266,1503
TRZNFZY128F4247671,data/tokens/TRZNFZY128F4247671.json,LATIN,SAD,3730,955
TRZLPJO128F423C693,data/tokens/TRZLPJO128F423C693.json,CLASSICAL,TENSE,1292,737
TRYTRUZ128F42340A0,data/tokens/TRYTRUZ128F42340A0.json,ROCK,HAPPY,106,1430
TRGTGOA128F426B995,data/tokens/TRGTGOA128F426B995.json,ELECTRONIC,SAD,715,602
TRXEBZQ128F932E264,data/tokens/TRXEBZQ128F932E264.json,JAZZ,SAD,748,1288
TRBDXKD128F92EF263,data/tokens/TRBDXKD128F92EF263.json,JAZZ,TENSE,33,953
TRZWGIN128F426A514,data/tokens/TRZWGIN128F426A514.json,ELECTRONIC,HAPPY,3656,1512
TRHYUQX128F4253BA3,data/tokens/TRHYUQX128F4253BA3.json,ELECTRONIC,HAPPY,2719,733
TRRMYIV128F42AFDE1,data/tokens/TRRMYIV128F42AFDE1.json,JAZZ,TENSE,1447,1188
TRDJIEY128F429D6D4,data/tokens/TRDJIEY128F429D6D4.json,ROCK,DARK,349,1089
TRUIXYO12903CA6CA4,data/tokens/TRUIXYO12903CA6CA4.json,ELECTRONIC,HAPPY,562,3175
TRRFZFC128F4260EA9,data/tokens/TRRFZFC128F4260EA9.json,CLASSICAL,DARK,1248,1663
TRUQOFJ128F933D8A1,data/tokens/TRUQOFJ128F933D8A1.json,ELECTRONIC,HAPPY,1450,1395
TRUDFTU128F9339752,data/tokens/TRUDFTU128F9339752.json,ELECTRONIC,HAPPY,59,1503
TRTNYYW128F92F7CBA,data/tokens/TRTNYYW128F92F7CBA.json,POP,HAPPY,601,889
TRRREEO128F933C62F,data/tokens/TRRREEO128F933C62F.json,CLASSICAL,SAD,625,1207
TRVUBFM128E0792688,data/tokens/TRVUBFM128E0792688.json,POP,SAD,828,1305
TRGRBIY128F1460BE2,data/tokens/TRGRBIY128F1460BE2.json,POP,RELAXED,5,1170
TRUNZAX12903CC7F5A,data/tokens/TRUNZAX12903CC7F5A.json,ROCK,DARK,301,993
TRMJDSQ128F1460034,data/tokens/TRMJDSQ128F1460034.json,ROCK,RELAXED,680,575
TRCPRSQ128F426B2AD,data/tokens/TRCPRSQ128F426B2AD.json,ELECTRONIC,DARK,234,2838
